query_id,dataset,query,select,from,where,select_from,in_job,in_job_extended,in_job_light,in_job_light_ranges,in_job_m,has__not_like,has__like,has__between,has__not_in,has__in,has__or,has__group_by,has__inequality,has__range,has__is_null,has__is_not_null
537,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mk.keyword_id=545 AND mi.info_type_id=18 AND t.phonetic_code<='N2356' AND t.production_year=1988.0 AND mi_idx.info_type_id=100",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mk.keyword_id=545 AND mi.info_type_id=18 AND t.phonetic_code<='N2356' AND t.production_year=1988.0 AND mi_idx.info_type_id=100,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
538,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=99 AND t.phonetic_code='I5352' AND mi.info_type_id=13 AND mk.keyword_id=6291 AND t.kind_id=1",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=99 AND t.phonetic_code='I5352' AND mi.info_type_id=13 AND mk.keyword_id=6291 AND t.kind_id=1,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
539,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=108 AND mi_idx.info_type_id=99 AND t.kind_id=1 AND mk.keyword_id=750 AND t.production_year=2005.0",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=108 AND mi_idx.info_type_id=99 AND t.kind_id=1 AND mk.keyword_id=750 AND t.production_year=2005.0,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
540,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year<=1990.0 AND mk.keyword_id=2387 AND mi.info_type_id=16",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year<=1990.0 AND mk.keyword_id=2387 AND mi.info_type_id=16,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
541,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=16 AND mi_idx.info_type_id=100 AND t.phonetic_code='C4615' AND t.production_year=1994.0 AND mk.keyword_id=58234",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=16 AND mi_idx.info_type_id=100 AND t.phonetic_code='C4615' AND t.production_year=1994.0 AND mk.keyword_id=58234,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
542,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mk.keyword_id=50 AND t.phonetic_code>='P5314' AND t.production_year<=2006.0 AND mi_idx.info_type_id=99 AND mi.info_type_id=3",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mk.keyword_id=50 AND t.phonetic_code>='P5314' AND t.production_year<=2006.0 AND mi_idx.info_type_id=99 AND mi.info_type_id=3,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
543,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mk.keyword_id=58098 AND mi.info_type_id=15 AND t.production_year=1984.0 AND t.phonetic_code='K6323'",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mk.keyword_id=58098 AND mi.info_type_id=15 AND t.production_year=1984.0 AND t.phonetic_code='K6323',"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
544,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year>=2005.0 AND mk.keyword_id=683 AND t.phonetic_code='C256'",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year>=2005.0 AND mk.keyword_id=683 AND t.phonetic_code='C256',"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
545,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=77 AND t.kind_id=2 AND mk.keyword_id=851 AND t.production_year<=1990.0",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=77 AND t.kind_id=2 AND mk.keyword_id=851 AND t.production_year<=1990.0,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
546,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=99 AND t.kind_id=1 AND t.imdb_index<='I' AND mi.info_type_id=16 AND t.phonetic_code='C426' AND mk.keyword_id=121",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=99 AND t.kind_id=1 AND t.imdb_index<='I' AND mi.info_type_id=16 AND t.phonetic_code='C426' AND mk.keyword_id=121,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
547,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.phonetic_code<='F1354' AND t.production_year>=2008.0 AND t.kind_id=1 AND mk.keyword_id=1595 AND mi_idx.info_type_id=101 AND mi.info_type_id=7",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.phonetic_code<='F1354' AND t.production_year>=2008.0 AND t.kind_id=1 AND mk.keyword_id=1595 AND mi_idx.info_type_id=101 AND mi.info_type_id=7,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
548,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2010.0 AND t.phonetic_code>='T623' AND t.kind_id=1 AND mi_idx.info_type_id=99",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2010.0 AND t.phonetic_code>='T623' AND t.kind_id=1 AND mi_idx.info_type_id=99,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
549,job_light_ranges,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=94 AND t.phonetic_code='B3243' AND mi_idx.info_type_id=101 AND mk.keyword_id=79384",SELECT COUNT(*),"FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=94 AND t.phonetic_code='B3243' AND mi_idx.info_type_id=101 AND mk.keyword_id=79384,"SELECT COUNT(*) FROM movie_info mi, movie_info_idx mi_idx, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
550,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year=1994.0 AND mk.keyword_id=323 AND mc.company_type_id=1 AND t.kind_id=1 AND t.phonetic_code<='S3623'",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year=1994.0 AND mk.keyword_id=323 AND mc.company_type_id=1 AND t.kind_id=1 AND t.phonetic_code<='S3623',"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
551,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=98 AND t.production_year=2003.0 AND t.kind_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=98 AND t.production_year=2003.0 AND t.kind_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
552,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=5 AND mk.keyword_id=265 AND t.phonetic_code<='H312' AND t.kind_id=1 AND t.production_year=2007.0 AND mc.company_type_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=5 AND mk.keyword_id=265 AND t.phonetic_code<='H312' AND t.kind_id=1 AND t.production_year=2007.0 AND mc.company_type_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
553,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code='C62' AND mk.keyword_id=6175 AND t.kind_id=1 AND t.production_year=2004.0",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code='C62' AND mk.keyword_id=6175 AND t.kind_id=1 AND t.production_year=2004.0,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
554,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year>=1994.0 AND t.kind_id=1 AND t.phonetic_code>='T6541'",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year>=1994.0 AND t.kind_id=1 AND t.phonetic_code>='T6541',"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
555,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code>='M5365' AND mk.keyword_id=16936 AND mc.company_type_id=1 AND t.production_year>=1977.0 AND mi.info_type_id=7",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code>='M5365' AND mk.keyword_id=16936 AND mc.company_type_id=1 AND t.production_year>=1977.0 AND mi.info_type_id=7,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
556,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=16 AND mc.company_type_id=1 AND t.production_year=1995.0 AND t.phonetic_code<='X24'",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=16 AND mc.company_type_id=1 AND t.production_year=1995.0 AND t.phonetic_code<='X24',"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
557,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=7 AND t.phonetic_code<='S34' AND t.kind_id=1 AND mc.company_type_id=2",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=7 AND t.phonetic_code<='S34' AND t.kind_id=1 AND mc.company_type_id=2,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
558,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code='D6252' AND mi.info_type_id=15 AND mk.keyword_id=15719 AND mc.company_type_id=1 AND t.production_year<=2008.0",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code='D6252' AND mi.info_type_id=15 AND mk.keyword_id=15719 AND mc.company_type_id=1 AND t.production_year<=2008.0,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
559,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year<=1968.0 AND mi.info_type_id=16 AND mk.keyword_id=16466",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year<=1968.0 AND mi.info_type_id=16 AND mk.keyword_id=16466,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
560,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mi.info_type_id=16 AND mk.keyword_id=1905",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mi.info_type_id=16 AND mk.keyword_id=1905,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
561,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mk.keyword_id=34333 AND t.phonetic_code<='S5612' AND mc.company_type_id=1 AND t.production_year=2011.0 AND mi.info_type_id=9",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.kind_id=1 AND mk.keyword_id=34333 AND t.phonetic_code<='S5612' AND mc.company_type_id=1 AND t.production_year=2011.0 AND mi.info_type_id=9,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
562,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=4 AND t.production_year=2002.0 AND t.phonetic_code>='M5316' AND mc.company_type_id=1 AND t.kind_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=4 AND t.production_year=2002.0 AND t.phonetic_code>='M5316' AND mc.company_type_id=1 AND t.kind_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
563,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.phonetic_code='G436' AND t.kind_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.phonetic_code='G436' AND t.kind_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
564,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=2 AND t.kind_id=1 AND mk.keyword_id=137",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=2 AND t.kind_id=1 AND mk.keyword_id=137,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
565,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=27985 AND t.phonetic_code='F426' AND t.kind_id=1 AND t.production_year<=2007.0 AND mc.company_type_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=27985 AND t.phonetic_code='F426' AND t.kind_id=1 AND t.production_year<=2007.0 AND mc.company_type_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
566,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mi.info_type_id=46 AND t.production_year<=1996.0 AND t.kind_id=1 AND mk.keyword_id=1714",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mi.info_type_id=46 AND t.production_year<=1996.0 AND t.kind_id=1 AND mk.keyword_id=1714,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
567,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year=2008.0 AND mi.info_type_id=18 AND t.kind_id=1 AND t.phonetic_code<='D6252' AND mk.keyword_id=28622",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.production_year=2008.0 AND mi.info_type_id=18 AND t.kind_id=1 AND t.phonetic_code<='D6252' AND mk.keyword_id=28622,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
568,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mk.keyword_id=2082 AND t.production_year<=2011.0",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mk.keyword_id=2082 AND t.production_year<=2011.0,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
569,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.production_year=1995.0 AND mk.keyword_id=71583 AND mi.info_type_id=18 AND t.kind_id=1 AND t.phonetic_code<='H2632'",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND t.production_year=1995.0 AND mk.keyword_id=71583 AND mi.info_type_id=18 AND t.kind_id=1 AND t.phonetic_code<='H2632',"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
570,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=105580 AND t.production_year=2003.0 AND t.kind_id=1 AND t.phonetic_code<='I516'",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=105580 AND t.production_year=2003.0 AND t.kind_id=1 AND t.phonetic_code<='I516',"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
571,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code<='M5326' AND t.production_year=1956.0 AND t.kind_id=1 AND mk.keyword_id=1141 AND mc.company_type_id=2",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND t.phonetic_code<='M5326' AND t.production_year=1956.0 AND t.kind_id=1 AND mk.keyword_id=1141 AND mc.company_type_id=2,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
572,job_light_ranges,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=15 AND mk.keyword_id=75361 AND mc.company_type_id=1",SELECT COUNT(*),"FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mc.movie_id AND mi.info_type_id=15 AND mk.keyword_id=75361 AND mc.company_type_id=1,"SELECT COUNT(*) FROM movie_companies mc, movie_info mi, movie_keyword mk, title t",0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
